"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"X-case","nmod","case","miinalaivojen","lisäksi","miina#laiva","lisäksi","NOUN","ADP","4","w092.9","tdt_all","15136"
"case-X","case","conj","keskellä","perää","keskellä","perä","ADP","NOUN","1","w092.10","tdt_all","15136"
"X-case","nmod","case","sotalaivoja","vastaan","sota#laiva","vastaan","NOUN","ADP","1","w092.13","tdt_all","15136"
"X-case","obl","case","kuoren","sisällä","kuori","sisällä","NOUN","ADP","1","w092.16","tdt_all","15136"
"X-case","obl","case","reikien","kautta","reikä","kautta","NOUN","ADP","1","w092.16","tdt_all","15136"
"X-case","obl","case","ilmahyökkäysten","varalta","ilma#hyökkäys","varalta","NOUN","ADP","1","w092.19","tdt_all","15136"
"X-case","obl","case","savun","läpi","savu","läpi","NOUN","ADP","1","w092.20","tdt_all","15136"
"X-case","obl","case","kauden","jälkeen","kausi","jälkeen","NOUN","ADP","2","w097.7","tdt_all","15136"
"X-case","obl","case","fuusiojazzin","parissa","fuusio#jazz","parissa","NOUN","ADP","1","w101.1","tdt_all","15136"
"X-case","obl","case","Wayne","kanssa","Wayne","kanssa","PROPN","ADP","2","w101.3","tdt_all","15136"
"X-case","obl","case","-yhtyeensä","kanssa","yhtye","kanssa","NOUN","ADP","1","w101.4","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","w102.1","tdt_all","15136"
"X-case","obl","case","sen","kanssa","se","kanssa","PRON","ADP","1","w105.2","tdt_all","15136"
"X-case","obl","case","julkilausuman","mukaan","julki#lausuma","mukaan","NOUN","ADP","1","w108.2","tdt_all","15136"
"X-case","nmod","case","väestön","ohella","väestö","ohella","NOUN","ADP","1","w108.3","tdt_all","15136"
"X-case","obl","case","jonka","jäljessä","joka","jäljessä","PRON","ADP","1","w110.7","tdt_all","15136"
"X-case","obl","case","ḥōlem-vokaalin","kanssa","ḥōlem#vokaali","kanssa","NOUN","ADP","1","w110.8","tdt_all","15136"
"X-case","parataxis","case","kirjaimen","yläpuolella","kirjain","yläpuolella","NOUN","ADP","1","w110.8","tdt_all","15136"
"X-case","obl","case","sanan","perään","sana","perä","NOUN","NOUN","1","w110.10","tdt_all","15136"
"X-case","obl","case","Verbin","eteen","verbi","eteen","NOUN","ADP","1","w110.12","tdt_all","15136"
"X-case","obl","case","vuoteen","mennessä","vuosi","mennessä","NOUN","ADP","2","w111.5","tdt_all","15136"
"X-case","obl","case","ajalta","lähtien","aika","lähtien","NOUN","ADP","1","w113.5","tdt_all","15136"
"X-case","obl","case","maailmansodan","jälkeen","maailman#sota","jälkeen","NOUN","ADP","1","w113.6","tdt_all","15136"
"X-case","obl","case","perustamisestaan","lähtien","perustaminen","lähtien","NOUN","ADP","1","w113.6","tdt_all","15136"
"X-case","obl","case","Novo","kautta","Novo","kautta","PROPN","ADP","2","w113.8","tdt_all","15136"
"X-case","nmod","case","kalenterin","mukaan","kalenteri","mukaan","NOUN","ADP","1","w114.1","tdt_all","15136"
"X-case","nmod","case","virkamiehiä","lukuun","virka#mies","lukuun","NOUN","ADV","1","w114.9","tdt_all","15136"
"X-case","nmod","case","juutalaisten","kanssa","juutalainen","kanssa","NOUN","ADP","1","w114.11","tdt_all","15136"
"X-case","nmod","case","johtoa","vastaan","johto","vastaan","NOUN","ADP","1","w114.12","tdt_all","15136"
"X-case","obl","case","Colombon","lähellä","Colombon","lähellä","PROPN","ADP","1","w114.20","tdt_all","15136"
"X-case","obl","case","luuhun","asti","luu","asti","NOUN","ADP","1","w115.4","tdt_all","15136"
"X-case","nmod","case","-albumin","kanssa","albumi","kanssa","NOUN","ADP","1","w119.5","tdt_all","15136"
"X-case","obl","case","taloyhtiön","puolesta","talo#yhtiö","puolesta","NOUN","ADP","1","w121.6","tdt_all","15136"
"X-case","obl","case","koulutuksen","lisäksi","koulutus","lisäksi","NOUN","ADP","3","w121.9","tdt_all","15136"
"X-case","obl","case","ihmisten","kanssa","ihminen","kanssa","NOUN","ADP","1","w121.9","tdt_all","15136"
"X-case","obl","case","työtehtävien","takia","työ#tehtävä","takia","NOUN","ADP","1","w121.11","tdt_all","15136"
"X-case","obl","case","toimiston","kanssa","toimisto","kanssa","NOUN","ADP","1","w121.13","tdt_all","15136"
"X-case","obl","case","Asuntoyhtiönlain","mukaan","asunto#yhtiö#laki","mukaan","NOUN","ADP","1","w121.17","tdt_all","15136"
"X-case","obl","case","Tehtäviä","varten","tehtävä","varten","NOUN","ADP","1","w121.23","tdt_all","15136"
"X-case","nmod","case","tehtävien","lisäksi","tehtävä","lisäksi","NOUN","ADP","1","w121.24","tdt_all","15136"
"X-case","obl","case","iän","mukaan","ikä","mukaan","NOUN","ADP","8","w121.24","tdt_all","15136"
"X-case","obl","case","kriteeriensä","mukaan","kriteeri","mukaan","NOUN","ADP","1","w121.26","tdt_all","15136"
"X-case","obl","case","maailmansodan","jälkeen","maailman#sota","jälkeen","NOUN","ADP","1","w122.4","tdt_all","15136"
"X-case","obl","case","Saksan","väliin","Saksa","väliin","PROPN","ADP","7","w122.10","tdt_all","15136"
"X-case","obl","case","vuoteen","mennessä","vuosi","mennessä","NOUN","ADP","2","w122.18","tdt_all","15136"
"X-case","obl","case","alkuun","saakka","alku","saakka","NOUN","ADP","1","w124.5","tdt_all","15136"
"X-case","obl","case","heidän","tilalleen","hän","tilalle","PRON","ADP","1","w124.6","tdt_all","15136"
"X-case","obl","case","perinteen","mukaan","perinne","mukaan","NOUN","ADP","1","w124.7","tdt_all","15136"
"X-case","nmod","case","prinsessan","kanssa","prinsessa","kanssa","NOUN","ADP","8","w124.8","tdt_all","15136"
"X-case","nmod","case","valtakuntaa","vastaan","valta#kunta","vastaan","NOUN","ADP","1","w124.19","tdt_all","15136"
"X-case","obl","case","tästä","huolimatta","tämä","huolimatta","PRON","ADP","1","w124.20","tdt_all","15136"
"X-case","obl","case","vuoden","tienoilla","vuosi","tienoilla","NOUN","ADP","2","w124.22","tdt_all","15136"
"X-case","obl","case","Rooman","kanssa","Rooma","kanssa","PROPN","ADP","1","w124.23","tdt_all","15136"
"X-case","obl","case","Hänen","tilalleen","hän","tilalle","PRON","ADP","1","w124.24","tdt_all","15136"
"X-case","obl","case","Vuoteen","mennessä","vuosi","mennessä","NOUN","ADP","2","w124.26","tdt_all","15136"
"X-case","obl","case","Iranin","kanssa","Iran","kanssa","PROPN","ADP","1","w124.27","tdt_all","15136"
"X-case","obl","case","sopimuksen","jälkeen","sopimus","jälkeen","NOUN","ADP","1","w124.27","tdt_all","15136"
"case-X","case","obl","lähemmäs","Bysanttia","lähemmäs","Bysantti","ADP","PROPN","1","w124.30","tdt_all","15136"
"X-case","obl","case","prinssin","kanssa","prinssi","kanssa","NOUN","ADP","4","w124.32","tdt_all","15136"
"X-case","nmod","case","sassanideja","vastaan","sassanidi","vastaan","NOUN","ADP","1","w124.32","tdt_all","15136"
"X-case","obl","case","loppuun","saakka","loppu","saakka","NOUN","ADP","1","w124.32","tdt_all","15136"
"X-case","obl","case","kuoleman","jälkeen","kuolema","jälkeen","NOUN","ADP","1","w124.33","tdt_all","15136"
"X-case","obl","case","sassanideja","vastaan","sassanidi","vastaan","NOUN","ADP","1","w124.38","tdt_all","15136"
"X-case","obl","case","minkä","vuoksi","mikä","vuoksi","PRON","ADP","1","w124.38","tdt_all","15136"
"X-case","obl","case","Bysantin","välillä","Bysantti","välillä","PROPN","ADP","3","w124.40","tdt_all","15136"
"X-case","nmod","case","kasaarien","kanssa","kasaari","kanssa","NOUN","ADP","1","w124.42","tdt_all","15136"
"X-case","obl","case","piirityksen","jälkeen","piiritys","jälkeen","NOUN","ADP","1","w124.42","tdt_all","15136"
"X-case","obl","case","kuoleman","jälkeen","kuolema","jälkeen","NOUN","ADP","1","w124.46","tdt_all","15136"
"X-case","obl","case","tyttären","kanssa","tytär","kanssa","NOUN","ADP","2","w124.49","tdt_all","15136"
"X-case","obl","case","1000-luvulle","saakka","1000#luku","saakka","NOUN","ADP","1","w124.52","tdt_all","15136"
"X-case","nmod","case","valtakuntaa","vastaan","valta#kunta","vastaan","NOUN","ADP","1","w126.4","tdt_all","15136"
"case-X","case","obl","ympäri","rantoja","ympäri","ranta","ADP","NOUN","2","w126.4","tdt_all","15136"
"X-case","obl","case","vallan","alle","valta","alle","NOUN","ADP","1","w126.13","tdt_all","15136"
"X-case","obl","case","tämän","jälkeen","tämä","jälkeen","PRON","ADP","1","w126.15","tdt_all","15136"
"X-case","obl","case","tarinan","mukaan","tarina","mukaan","NOUN","ADP","1","w126.20","tdt_all","15136"
"X-case","nmod","case","myrkkyjä","vastaan","myrkky","vastaan","NOUN","ADP","1","w126.20","tdt_all","15136"
"X-case","obl","case","vuoden","päästä","vuosi","päästä","NOUN","ADP","1","w126.25","tdt_all","15136"
"X-case","obl","case","vuosien","välillä","vuosi","välillä","NOUN","ADP","6","w126.29","tdt_all","15136"
"X-case","nmod","case","skyyttejä","vastaan","skyytti","vastaan","NOUN","ADP","3","w126.29","tdt_all","15136"
"X-case","obl","case","sotaretken","jälkeen","sota#retki","jälkeen","NOUN","ADP","1","w126.31","tdt_all","15136"
"X-case","obl","case","vallan","ulkopuolelle","valta","ulkopuolelle","NOUN","ADP","1","w126.34","tdt_all","15136"
"X-case","root","case","Niiden","takana","se","takana","PRON","ADP","1","w126.35","tdt_all","15136"
"case-X","case","obl","ympäri","Paflagoniaa","ympäri","Paflagonia","ADP","PROPN","1","w126.39","tdt_all","15136"
"X-case","obl","case","Vuodesta","alkaen","vuosi","alkaen","NOUN","ADP","4","w126.40","tdt_all","15136"
"X-case","nmod","case","Roomaa","vastaan","Rooma","vastaan","PROPN","ADP","1","w126.43","tdt_all","15136"
"X-case","obl","case","Mithridateen","luo","Mithridates","luo","PROPN","ADP","1","w126.47","tdt_all","15136"
"X-case","obl","case","Tämän","jälkeen","tämä","jälkeen","PRON","ADP","1","w126.49","tdt_all","15136"
"X-case","ccomp","case","murhan","takana","murha","takana","NOUN","ADP","1","w126.53","tdt_all","15136"
"X-case","nmod","case","sotatoimien","kanssa","sota#toimi","kanssa","NOUN","ADP","1","w126.65","tdt_all","15136"
"X-case","obl","case","hallintoa","vastaan","hallinto","vastaan","NOUN","ADP","1","w126.69","tdt_all","15136"
"X-case","obl","case","byrokratian","johdosta","byrokratia","johdosta","NOUN","ADP","1","w127.7","tdt_all","15136"
"X-case","nmod","case","Impperiumia","vastaan","imperiumi","vastaan","NOUN","ADP","1","w127.14","tdt_all","15136"
"X-case","obl","case","taistelun","jälkeen","taistelu","jälkeen","NOUN","ADP","1","w127.16","tdt_all","15136"
"X-case","obl","case","Yuussa","jälkeen","Yuussa","jälkeen","PROPN","ADP","2","w127.17","tdt_all","15136"
"X-case","obl","case","taistelun","jälkeen","taistelu","jälkeen","NOUN","ADP","1","w127.17","tdt_all","15136"
"X-case","nmod","case","Villähteen","vieressä","Villähde","vieressä","PROPN","ADP","1","w128.1","tdt_all","15136"
"X-case","obl","case","minkä","vuoksi","mikä","vuoksi","PRON","ADP","1","w128.2","tdt_all","15136"
"X-case","obl","case","sen","sijaan","se","sijaan","PRON","ADP","1","w128.4","tdt_all","15136"
"X-case","obl","case","Syntymän","jälkeen","syntymä","jälkeen","NOUN","ADP","1","w130.3","tdt_all","15136"
"X-case","obl","case","Tämän","jälkeen","tämä","jälkeen","PRON","ADP","1","w130.6","tdt_all","15136"
"X-case","obl","case","20.","saakka","20.","saakka","ADJ","ADP","3","w130.15","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","w130.15","tdt_all","15136"
"case-X","case","obl","ennen","siirtymistä","ennen","siirtyminen","ADP","NOUN","1","w130.15","tdt_all","15136"
"X-case","obl","case","parhaansa","mukaan","hyvä","mukaan","ADJ","ADP","1","w130.24","tdt_all","15136"
"X-case","obl","case","sodan","jälkeen","sota","jälkeen","NOUN","ADP","1","w130.26","tdt_all","15136"
"X-case","obl","case","Vuodesta","lähtien","vuosi","lähtien","NOUN","ADP","2","w133.4","tdt_all","15136"
"X-case","nmod","case","komponentin","lisäksi","komponentti","lisäksi","NOUN","ADP","1","w134.1","tdt_all","15136"
"X-case","obl","case","kalenterin","mukaan","kalenteri","mukaan","NOUN","ADP","1","w143.1","tdt_all","15136"
"case-X","case","nmod","sitten","vuoden","sitten","vuosi","ADP","NOUN","1","w143.11","tdt_all","15136"
"case-X","case","nmod","sitten","vuoden","sitten","vuosi","ADP","NOUN","1","w143.11","tdt_all","15136"
"X-case","obl","case","tauon","jälkeen","tauko","jälkeen","NOUN","ADP","1","w143.15","tdt_all","15136"
"X-case","obl","case","sakkorangaistuksen","väliin","sakko#rangaistus","väliin","NOUN","ADP","3","w144.6","tdt_all","15136"
"X-case","obl","case","sen","ohessa","se","ohessa","PRON","ADP","1","w144.12","tdt_all","15136"
"X-case","obl","case","harkinnan","mukaan","harkinta","mukaan","NOUN","ADP","1","w144.14","tdt_all","15136"
"X-case","obl","case","rikoksen","johdosta","rikos","johdosta","NOUN","ADP","1","w144.17","tdt_all","15136"
"X-case","obl","case","sen","johdosta","se","johdosta","PRON","ADP","1","w144.19","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","w149.6","tdt_all","15136"
"X-case","obl","case","arkistojen","kautta","arkisto","kautta","NOUN","ADP","3","w149.6","tdt_all","15136"
"X-case","nmod","case","korkeudelle","asti","korkeus","asti","NOUN","ADP","1","w150.15","tdt_all","15136"
"X-case","obl","case","jälkeläistensä","kanssa","jälkeläinen","kanssa","NOUN","ADP","1","w150.18","tdt_all","15136"
"X-case","conj","case","pensaan","sisälle","pensas","sisälle","NOUN","ADP","1","w150.22","tdt_all","15136"
"X-case","obl","case","oksien","varaan","oksa","varaan","NOUN","ADP","1","w150.24","tdt_all","15136"
"X-case","obl","case","Pesimäajan","ulkopuolella","pesimä#aika","ulkopuolella","NOUN","ADP","1","w150.35","tdt_all","15136"
"case-X","case","obl","ympäri","maailmaa","ympäri","maailma","ADP","NOUN","1","w151.1","tdt_all","15136"
"X-case","orphan","case","tiedo","mukaan","tieto","mukaan","NOUN","ADP","1","w151.13","tdt_all","15136"
"X-case","obl","case","sisämaahan","päin","sisä#maa","päin","NOUN","ADP","1","w152.7","tdt_all","15136"
"X-case","obl","case","kaupunkiin","päin","kaupunki","päin","NOUN","ADP","1","w152.8","tdt_all","15136"
"X-case","obl","case","Zbigniew","kanssa","Zbigniew","kanssa","PROPN","ADP","5","w153.2","tdt_all","15136"
"X-case","obl","case","kauden","jälkeen","kausi","jälkeen","NOUN","ADP","1","w155.5","tdt_all","15136"
"X-case","obl","case","Näyttelijäntöiden","lisäksi","näyttelijän#työ","lisäksi","NOUN","ADP","1","w156.3","tdt_all","15136"
"X-case","conj","case","lääkkeiden","rinnalla","lääke","rinnalla","NOUN","ADP","1","w158.5","tdt_all","15136"
"X-case","obl","case","nikotiinin","kanssa","nikotiini","kanssa","NOUN","ADP","8","w158.15","tdt_all","15136"
"X-case","nmod","case","syvyyteen","asti","syvyys","asti","NOUN","ADP","1","w159.8","tdt_all","15136"
"X-case","obl","case","vuodesta","lähtien","vuosi","lähtien","NOUN","ADP","2","w160.6","tdt_all","15136"
"X-case","obl","case","1700-luvulta","lähtien","1700#luku","lähtien","NOUN","ADP","1","w160.7","tdt_all","15136"
"X-case","obl","case","vaimonsa","kanssa","vaimo","kanssa","NOUN","ADP","1","w161.2","tdt_all","15136"
"X-case","obl","case","töiden","lisäksi","työ","lisäksi","NOUN","ADP","1","w161.7","tdt_all","15136"
"X-case","obl","case","Tämän","takia","tämä","takia","PRON","ADP","1","w162.8","tdt_all","15136"
"X-case","nmod","case","Tämän","vuoksi","tämä","vuoksi","PRON","ADP","1","w162.9","tdt_all","15136"
"X-case","obl","case","sen","sijaan","se","sijaan","PRON","ADP","1","w162.10","tdt_all","15136"
"X-case","nmod","case","pitkäkuitusellun","kanssa","pitkä#kuitu#sellu","kanssa","NOUN","ADP","1","w162.13","tdt_all","15136"
"X-case","obl","case","sisällissodan","jälkeen","sisällis#sota","jälkeen","NOUN","ADP","1","w167.6","tdt_all","15136"
"X-case","obl","case","1920-luvulta","alkaen","1920#luku","alkaen","NOUN","ADP","1","w167.7","tdt_all","15136"
"X-case","obl","case","Sotavuosien","jälkeen","sota#vuosi","jälkeen","NOUN","ADP","1","w167.10","tdt_all","15136"
"case-X","case","conj","mukana","toimikunnassa","mukana","toimi#kunta","ADP","NOUN","8","w167.12","tdt_all","15136"
"X-case","nmod","case","Matilda","kanssa","Matilda","kanssa","PROPN","ADP","3","w167.13","tdt_all","15136"
"X-case","obl","case","vuodesta","lähtien","vuosi","lähtien","NOUN","ADP","2","w168.7","tdt_all","15136"
"case-X","case","acl","ympärilleen","keräämään","ympärille","kerätä","ADP","VERB","1","w168.10","tdt_all","15136"
"X-case","nmod","case","Christina","kanssa","Christina","kanssa","PROPN","ADP","2","w168.15","tdt_all","15136"
"X-case","nmod","case","Cathrine","kanssa","Cathrine","kanssa","PROPN","ADP","2","w168.16","tdt_all","15136"
"X-case","obl","case","jonka","vuoksi","joka","vuoksi","PRON","ADP","1","w170.2","tdt_all","15136"
"case-X","case","obl","Ennen","perustamista","ennen","perustaminen","ADP","NOUN","3","w170.5","tdt_all","15136"
"X-case","obl","case","rauhansopimuksen","mukaan","rauhan#sopimus","mukaan","NOUN","ADP","1","w170.7","tdt_all","15136"
"X-case","obl","case","laskuvarjon","varassa","lasku#varjo","varassa","NOUN","ADP","1","w172.5","tdt_all","15136"
"X-case","obl","case","Laskeutumisen","jälkeen","laskeutuminen","jälkeen","NOUN","ADP","1","w172.8","tdt_all","15136"
"case-X","case","obl","lähellä","kaupunkia","lähellä","kaupunki","ADP","NOUN","2","w174.2","tdt_all","15136"
"X-case","nmod","case","New","kanssa","New","kanssa","PROPN","ADP","3","w175.2","tdt_all","15136"
"X-case","obl","case","heidän","kanssaan","hän","kanssa","PRON","ADP","1","w175.3","tdt_all","15136"
"X-case","obl","case","eurooppalaisten","kanssa","eurooppalainen","kanssa","NOUN","ADP","1","w175.7","tdt_all","15136"
"X-case","obl","case","perustamista","varten","perustaminen","varten","NOUN","ADP","1","w175.10","tdt_all","15136"
"X-case","nmod","case","eurooppalaisten","kanssa","eurooppalainen","kanssa","ADJ","ADP","1","w175.14","tdt_all","15136"
"X-case","nmod","case","maorien","kanssa","maori","kanssa","NOUN","ADP","3","w175.17","tdt_all","15136"
"X-case","obl","case","loppumiseen","saakka","loppuminen","saakka","NOUN","ADP","1","w181.6","tdt_all","15136"
"X-case","obl","case","alusta","lähtien","alku","lähtien","NOUN","ADP","1","w185.7","tdt_all","15136"
"X-case","nmod","case","kolmen","sijasta","kolme","sijasta","NUM","ADP","1","w185.8","tdt_all","15136"
"X-case","obl","case","Köklotin","rinnalla","Köklot","rinnalla","PROPN","ADP","1","w186.7","tdt_all","15136"
"X-case","obl","case","niiden","välillä","se","välillä","PRON","ADP","1","w188.2","tdt_all","15136"
"X-case","obl","case","Nuolien","yläpuolelle","nuoli","ylä#puoli","NOUN","NOUN","1","w188.8","tdt_all","15136"
"X-case","obl","case","Kaavion","ulkopuolelta","kaavio","ulko#puoli","NOUN","NOUN","1","w188.11","tdt_all","15136"
"X-case","obl","case","elämänviivan","päälle","elämän#viiva","päälle","NOUN","ADP","1","w188.12","tdt_all","15136"
"X-case","obl","case","keikkansa","jälkeen","keikka","jälkeen","NOUN","ADP","1","w190.12","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","w190.17","tdt_all","15136"
"X-case","obl","case","Suomen","välillä","Suomi","välillä","PROPN","ADP","3","w190.17","tdt_all","15136"
"X-case","obl","case","vuoden","jälkeen","vuosi","jälkeen","NOUN","ADP","1","w190.20","tdt_all","15136"
"X-case","obl","case","Legendan","mukaan","legenda","mukaan","NOUN","ADP","1","w191.2","tdt_all","15136"
"X-case","obl","case","Tarinan","mukaan","tarina","mukaan","NOUN","ADP","1","w191.4","tdt_all","15136"
"X-case","obl","case","Vltava-joen","varrelle","Vltava#joki","varrelle","NOUN","ADP","1","w191.4","tdt_all","15136"
"X-case","nmod","case","naisvallan","alla","nais#valta","alla","NOUN","ADP","1","w191.6","tdt_all","15136"
"X-case","obl","case","kivikkokimalaisen","kanssa","kivikko#kimalainen","kanssa","NOUN","ADP","1","w195.2","tdt_all","15136"
"X-case","obl","case","rautatieaseman","kautta","rauta#tie#asema","kautta","NOUN","ADP","1","w196.2","tdt_all","15136"
"X-case","obl","case","ohjauskeskuksesta","käsin","ohjaus#keskus","käsin","NOUN","ADP","1","w196.6","tdt_all","15136"
"X-case","nmod","case","isänsä","kanssa","isä","kanssa","NOUN","ADP","3","w197.2","tdt_all","15136"
"X-case","obl","case","veljensä","kanssa","veli","kanssa","NOUN","ADP","3","w197.4","tdt_all","15136"
"X-case","root","case","pakolaishallituksen","mukana","pakolais#hallitus","mukana","NOUN","ADP","1","w197.5","tdt_all","15136"
"X-case","obl","case","kuoleman","jälkeen","kuolema","jälkeen","NOUN","ADP","1","w197.7","tdt_all","15136"
"X-case","obl","case","minkä","takia","mikä","takia","PRON","ADP","1","w200.4","tdt_all","15136"
"X-case","obl","case","sen","eteen","se","eteen","PRON","ADP","1","wn001.3","tdt_all","15136"
"X-case","obl","case","ennusteen","mukaan","ennuste","mukaan","NOUN","ADP","1","wn002.7","tdt_all","15136"
"X-case","obl","case","kuntaliitosten","vuoksi","kunta#liitos","vuoksi","NOUN","ADP","1","wn002.12","tdt_all","15136"
"X-case","advcl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","wn002.12","tdt_all","15136"
"case-X","case","obl","ohi","SDP:n","ohi","SDP","ADP","PROPN","1","wn002.15","tdt_all","15136"
"X-case","obl","case","Sanomien","mukaan","Sanoma","mukaan","PROPN","ADP","1","wn005.4","tdt_all","15136"
"X-case","obl","case","poliisin","mukaan","poliisi","mukaan","NOUN","ADP","1","wn005.5","tdt_all","15136"
"X-case","obl","case","poliisin","mukaan","poliisi","mukaan","NOUN","ADP","1","wn005.6","tdt_all","15136"
"X-case","obl","case","tiedotustilaisuuteen","mennessä","tiedotus#tilaisuus","mennessä","NOUN","ADP","3","wn005.7","tdt_all","15136"
"X-case","obl","case","uutislähetyksen","mukaan","uutis#lähetys","mukaan","NOUN","ADP","1","wn005.11","tdt_all","15136"
"X-case","obl","case","ylilääkärin","mukaan","yli#lääkäri","mukaan","NOUN","ADP","3","wn005.12","tdt_all","15136"
"X-case","obl","case","poliisia","kohti","poliisi","kohti","NOUN","ADP","1","wn005.14","tdt_all","15136"
"X-case","nmod","case","Tehyn","välillä","Tehy","välillä","PROPN","ADP","3","wn008.2","tdt_all","15136"
"X-case","nmod","case","tiedon","mukaan","tieto","mukaan","NOUN","ADP","1","wn008.4","tdt_all","15136"
"X-case","obl","case","Maple","rinnalle","Maple","rinnalle","PROPN","ADP","2","wn009.1","tdt_all","15136"
"X-case","root","case","Hankkeen","takana","hanke","takana","NOUN","ADP","1","wn009.2","tdt_all","15136"
"X-case","obl","case","perustamisen","sijaan","perustaminen","sijaan","NOUN","ADP","1","wn009.5","tdt_all","15136"
"X-case","obl","case","Tiina","mukaan","Tiina","mukaan","PROPN","ADP","2","wn011.4","tdt_all","15136"
"X-case","obl","case","ohjauskorkoihin","nähden","ohjaus#korko","nähden","NOUN","ADP","1","wn011.4","tdt_all","15136"
"X-case","obl","case","toistensa","suhteen","toinen","suhteen","PRON","ADP","1","wn011.4","tdt_all","15136"
"X-case","obl","case","EM-karsintaottelun","jälkeen","EM#karsinta#ottelu","jälkeen","NOUN","ADP","1","wn012.4","tdt_all","15136"
"X-case","obl","case","vaimonsa","kanssa","vaimo","kanssa","NOUN","ADP","1","wn012.11","tdt_all","15136"
"X-case","conj","case","sitä","ennen","se","ennen","PRON","ADP","1","wn013.4","tdt_all","15136"
"X-case","obl","case","Ratan","mukaan","Rata","mukaan","PROPN","ADP","1","wn013.5","tdt_all","15136"
"case-X","case","root","mukana","sisäpiirikaupoissa","mukana","sisä#piiri#kauppa","ADP","NOUN","3","wn013.6","tdt_all","15136"
"X-case","nmod","case","henkilömäärien","suhteen","henkilö#määrä","suhteen","NOUN","ADP","3","wn013.8","tdt_all","15136"
"X-case","obl","case","Syytteen","mukaan","syyte","mukaan","NOUN","ADP","1","wn013.10","tdt_all","15136"
"X-case","obl","case","puheenjohtajan","mukaan","puheen#johtaja","mukaan","NOUN","ADP","3","wn013.19","tdt_all","15136"
"X-case","obl","case","SDP:n","kautta","SDP","kautta","PROPN","ADP","1","wn014.1","tdt_all","15136"
"X-case","obl","case","paljastusten","mukaan","paljastus","mukaan","NOUN","ADP","1","wn014.2","tdt_all","15136"
"X-case","obl","case","SDP:n","kautta","SDP","kautta","PROPN","ADP","1","wn014.4","tdt_all","15136"
"X-case","nmod","case","seminaaria","vastaan","seminaari","vastaan","NOUN","ADP","1","wn015.2","tdt_all","15136"
"X-case","obl","case","ilmoituksen","mukaan","ilmoitus","mukaan","NOUN","ADP","1","wn015.2","tdt_all","15136"
"X-case","nmod","case","Viroa","kohtaan","Viro","kohtaan","PROPN","ADP","1","wn015.2","tdt_all","15136"
"X-case","appos","case","Kaiken","takana","kaikki","takana","PRON","ADP","1","wn015.3","tdt_all","15136"
"X-case","obl","case","Komitean","mukaan","komitea","mukaan","NOUN","ADP","1","wn015.5","tdt_all","15136"
"X-case","obl","case","Seminaaria","ennen","seminaari","ennen","NOUN","ADP","1","wn015.8","tdt_all","15136"
"X-case","obl","case","Johan","mukaan","Johan","mukaan","PROPN","ADP","2","wn015.11","tdt_all","15136"
"X-case","obl","case","tietojen","mukaan","tieto","mukaan","NOUN","ADP","1","wn015.12","tdt_all","15136"
"X-case","obl","case","Berlusconia","lähellä","Berlusconi","lähellä","PROPN","ADP","1","wn016.6","tdt_all","15136"
"X-case","obl","case","Silvio","kanssa","Silvio","kanssa","PROPN","ADP","2","wn016.8","tdt_all","15136"
"X-case","obl","case","korvausta","vastaan","korvaus","vastaan","NOUN","ADP","1","wn016.8","tdt_all","15136"
"X-case","obl","case","Lakimiehen","mukaan","laki#mies","mukaan","NOUN","ADP","1","wn016.14","tdt_all","15136"
"X-case","nmod","case","lain","edessä","laki","edessä","NOUN","ADP","1","wn016.14","tdt_all","15136"
"X-case","nmod","case","mallin","kanssa","malli","kanssa","NOUN","ADP","3","wn016.15","tdt_all","15136"
"X-case","obl","case","Sabina","kanssa","Sabina","kanssa","PROPN","ADP","2","wn016.20","tdt_all","15136"
"X-case","obl","case","Vaalien","jälkeen","vaalit","jälkeen","NOUN","ADP","1","wn016.21","tdt_all","15136"
"X-case","obl","case","-lehden","mukaan","lehti","mukaan","NOUN","ADP","1","wn016.25","tdt_all","15136"
"X-case","obl","case","perustuslain","mukaan","perustus#laki","mukaan","NOUN","ADP","1","wn017.6","tdt_all","15136"
"X-case","obl","case","Päätöksen","myötä","päätös","myötä","NOUN","ADP","1","wn017.7","tdt_all","15136"
"X-case","obl","case","laskun","myötä","lasku","myötä","NOUN","ADP","1","wn017.11","tdt_all","15136"
"X-case","obl","case","vaalien","jälkeen","vaalit","jälkeen","NOUN","ADP","1","wn017.11","tdt_all","15136"
"X-case","nmod","case","Bill","kanssa","Bill","kanssa","PROPN","ADP","2","wn018.9","tdt_all","15136"
"X-case","obl","case","Reutersin","mukaan","Reuters","mukaan","PROPN","ADP","1","wn018.10","tdt_all","15136"
"X-case","obl","case","Kim","luona","Kim","luona","PROPN","ADP","3","wn018.12","tdt_all","15136"
